"ID","Item","pic","correct","condition","responseRT","response","answer"
1,57,"images/62","c","cognitive",2.9997241103556,"c",1
1,58,"images/63","d","cognitive",11.5649312777678,"d",1
1,59,"images/64","b","cognitive",8.95818763587158,"c",0
1,60,"images/65","c","physical",2.16030441538896,"c",1
1,61,"images/66","a","affect",8.73414981702808,"a",1
1,62,"images/67","b","affect",9.10632210830227,"b",1
1,63,"images/68","d","cognitive",9.73136044410057,"d",1
1,64,"images/69","a","cognitive",8.07042854011524,"a",1
1,65,"images/70","a","physical",3.07125300110783,"a",1
1,66,"images/71","a","cognitive",8.33197356073651,"a",1
1,67,"images/72","c","cognitive",5.32744479959365,"c",1
1,68,"images/73","a","cognitive",8.73645670397673,"c",0
1,69,"images/74","c","cognitive",8.79090706107672,"c",1
1,70,"images/75","d","cognitive",6.63595330144744,"d",1
1,71,"images/76","b","cognitive",6.74058125470765,"b",1
1,72,"images/77","a","cognitive",13.4579046884319,"c",0
1,73,"images/78","b","affect",4.09248944884166,"b",1
1,74,"images/79","a","cognitive",3.74001664330717,"a",1
1,75,"images/80","b","affect",7.44017203967087,"c",0
1,76,"images/81","a","affect",5.9598975101253,"a",1
1,77,"images/82","d","physical",2.89183295960538,"d",1
1,78,"images/83","d","affect",5.73225836886559,"d",1
1,79,"images/84","b","cognitive",3.00573369325139,"b",1
1,80,"images/85","c","cognitive",3.49508980521932,"c",1
1,81,"images/86","a","physical",2.77100482874084,"a",1
1,82,"images/87","d","affect",2.59281025081873,"d",1
1,83,"images/88","d","cognitive",2.82452967227437,"d",1
1,84,"images/89","c","affect",2.69552141218446,"c",1
1,85,"images/90","b","cognitive",3.35820842382964,"b",1
1,86,"images/91","c","cognitive",3.93551784497686,"c",1
1,87,"images/92","d","cognitive",4.39347225765232,"d",1
1,88,"images/93","b","cognitive",5.39580865832977,"b",1
1,89,"images/94","a","affect",4.16487873042934,"a",1
1,90,"images/95","b","cognitive",2.02719566482119,"b",1
1,91,"images/96","c","affect",4.10381183295976,"c",1
1,92,"images/97","c","affect",2.03132053639274,"c",1
1,93,"images/98","a","physical",1.50270949327387,"a",1
1,94,"images/99","b","cognitive",4.34069552423898,"b",1
1,95,"images/100","d","cognitive",5.3071425271919,"b",0
1,96,"images/101","c","physical",4.69581847486552,"c",1
1,97,"images/102","b","affect",4.0652973128017,"b",1
1,98,"images/103","c","cognitive",3.66238898655865,"b",0
2,1,"images/4","b","cognitive",8.53670327248983,"b",1
2,2,"images/5","a","physical",2.13113998901099,"a",1
2,3,"images/6","a","affect",3.73061072989367,"a",1
2,4,"images/7","d","affect",13.0236514448188,"b",0
2,5,"images/8","b","cognitive",2.9352810929995,"b",1
2,6,"images/9","b","physical",1.4638356748037,"b",1
2,7,"images/10","c","physical",4.3615916010458,"c",1
2,8,"images/11","c","cognitive",3.62319693248719,"c",1
2,9,"images/12","d","affect",2.1278007614892,"d",1
2,10,"images/13","d","cognitive",2.56403591972776,"d",1
2,11,"images/14","c","physical",10.9278927033301,"b",0
2,12,"images/15","a","affect",1.92969881836325,"a",1
2,13,"images/16","b","affect",5.26761202723719,"b",1
2,14,"images/17","b","cognitive",12.4271875806153,"b",1
2,15,"images/18","d","physical",20.9109566058032,"a",0
2,16,"images/19","b","physical",6.4933654947672,"b",1
2,17,"images/20","c","affect",3.02907299785875,"c",1
2,18,"images/21","b","physical",1.53485481138341,"b",1
2,19,"images/22","a","physical",1.47056545852683,"a",1
2,20,"images/23","d","affect",1.60095509164967,"d",1
2,21,"images/24","d","cognitive",1.63041176856495,"d",1
2,22,"images/25","a","cognitive",1.69580628443509,"a",1
2,23,"images/26","b","affect",1.39662606175989,"b",1
2,24,"images/27","d","cognitive",1.70380708528683,"d",1
2,25,"images/29","b","affect",7.00508599425666,"b",1
2,26,"images/30","b","affect",17.1598280244507,"b",1
2,27,"images/31","d","affect",5.10479252436198,"d",1
2,28,"images/32","b","affect",2.89473685901612,"b",1
2,29,"images/33","c","affect",10.0616623058449,"c",1
2,30,"images/34","d","affect",2.23710440308787,"d",1
2,31,"images/35","d","affect",3.63822457939386,"d",1
2,32,"images/36","d","affect",2.86444385140203,"d",1
2,33,"images/37","b","affect",4.6697465791367,"b",1
2,34,"images/38","b","affect",2.62432390986942,"b",1
2,35,"images/39","c","affect",2.79628273937851,"c",1
2,36,"images/40","c","cognitive",6.19798452965915,"c",1
2,37,"images/41","a","affect",3.19938996317796,"a",1
2,38,"images/42","d","affect",4.26206087041646,"d",1
2,39,"images/43","a","affect",3.29474834352732,"a",1
2,40,"images/44","d","cognitive",5.06359192961827,"d",1
2,41,"images/45","d","affect",3.13277800357901,"d",1
2,42,"images/46","c","affect",4.02345511387102,"c",1
2,43,"images/47","b","affect",4.32879345095716,"b",1
2,44,"images/48","a","affect",2.4906543972902,"a",1
2,45,"images/49","a","affect",1.9379261052236,"a",1
2,46,"images/50","d","affect",2.13703055446967,"d",1
2,47,"images/51","c","affect",5.46452924888581,"c",1
2,48,"images/52","c","affect",3.76335979741998,"c",1
2,49,"images/53","d","affect",3.36347631271929,"c",0
2,50,"images/54","c","affect",3.5702768007759,"c",1
2,51,"images/55","a","affect",4.10266785300337,"b",0
2,52,"images/56","c","affect",3.19748247461393,"c",1
2,53,"images/57","d","affect",4.80504672788084,"d",1
2,54,"images/58","d","cognitive",2.02712508826517,"d",1
2,55,"images/59","b","cognitive",1.4026253791526,"b",1
2,56,"images/60","b","affect",4.46351711871102,"b",1
2,57,"images/62","c","cognitive",7.33242557081394,"c",1
2,58,"images/63","d","cognitive",2.13176009920426,"d",1
2,59,"images/64","b","cognitive",23.4228217869531,"a",0
2,60,"images/65","c","physical",4.09460674179718,"c",1
2,61,"images/66","a","affect",15.1954649509862,"d",0
2,62,"images/67","b","affect",4.53377531305887,"b",1
2,63,"images/68","d","cognitive",7.90167933399789,"d",1
2,64,"images/69","a","cognitive",3.76239065476693,"a",1
2,65,"images/70","a","physical",4.70311511517502,"a",1
2,66,"images/71","a","cognitive",6.06601141788997,"a",1
2,67,"images/72","c","cognitive",1.93489003553987,"c",1
2,68,"images/73","a","cognitive",22.4578055606689,"a",1
2,69,"images/74","c","cognitive",3.39986006612889,"c",1
2,70,"images/75","d","cognitive",2.79144183802418,"d",1
2,71,"images/76","b","cognitive",20.7291927852202,"b",1
2,72,"images/77","a","cognitive",3.27026377618313,"a",1
2,73,"images/78","b","affect",4.03235929296352,"b",1
2,74,"images/79","a","cognitive",5.57086451002397,"a",1
2,75,"images/80","b","affect",9.69660860998556,"b",1
2,76,"images/81","a","affect",4.39664466818795,"a",1
2,77,"images/82","d","physical",8.33050396689214,"d",1
2,78,"images/83","d","affect",8.53132502757944,"d",1
2,79,"images/84","b","cognitive",5.37137285270728,"b",1
2,80,"images/85","c","cognitive",9.79870832292363,"c",1
2,81,"images/86","a","physical",3.66381398867816,"a",1
2,82,"images/87","d","affect",4.09306817571633,"d",1
2,83,"images/88","d","cognitive",3.16985244373791,"d",1
2,84,"images/89","c","affect",3.12866243557073,"c",1
2,85,"images/90","b","cognitive",3.66022229008377,"b",1
2,86,"images/91","c","cognitive",3.26900430768728,"c",1
2,87,"images/92","d","cognitive",5.73163922107778,"d",1
2,88,"images/93","b","cognitive",10.8013883025851,"d",0
2,89,"images/94","a","affect",3.79267083015293,"a",1
2,90,"images/95","b","cognitive",2.55602870276198,"b",1
2,91,"images/96","c","affect",4.36055284435861,"c",1
2,92,"images/97","c","affect",2.9255874203518,"c",1
2,93,"images/98","a","physical",2.16651064995676,"a",1
2,94,"images/99","b","cognitive",10.9663071334362,"b",1
2,95,"images/100","d","cognitive",5.19564748741686,"d",1
2,96,"images/101","c","physical",5.90503235603683,"c",1
2,97,"images/102","b","affect",7.89978146972135,"b",1
2,98,"images/103","c","cognitive",10.5984226809815,"c",1
3,1,"images/4","b","cognitive",10.903752356302,"b",1
3,2,"images/5","a","physical",4.29436145629734,"a",1
3,3,"images/6","a","affect",2.57194465026259,"a",1
3,4,"images/7","d","affect",4.7929120734334,"d",1
3,5,"images/8","b","cognitive",2.40255544427782,"b",1
3,6,"images/9","b","physical",2.13881710078567,"b",1
3,7,"images/10","c","physical",2.13900605309755,"c",1
3,8,"images/11","c","cognitive",2.69130415003747,"c",1
3,9,"images/12","d","affect",1.60516433371231,"d",1
3,10,"images/13","d","cognitive",2.74146987590939,"d",1
3,11,"images/14","c","physical",1.83767581591383,"c",1
3,12,"images/15","a","affect",1.90636945841834,"a",1
3,13,"images/16","b","affect",2.1042923941277,"b",1
3,14,"images/17","b","cognitive",3.22715505165979,"b",1
3,15,"images/18","d","physical",1.53717324743047,"d",1
3,16,"images/19","b","physical",2.33187892427668,"b",1
3,17,"images/20","c","affect",2.49341842718422,"c",1
3,18,"images/21","b","physical",1.65942605957389,"b",1
3,19,"images/22","a","physical",1.5348499994725,"a",1
3,20,"images/23","d","affect",1.77171059325337,"d",1
3,21,"images/24","d","cognitive",1.62945513706654,"d",1
3,22,"images/25","a","cognitive",1.66565282549709,"a",1
3,23,"images/26","b","affect",1.73218362219632,"b",1
3,24,"images/27","d","cognitive",2.13175496645272,"d",1
3,25,"images/29","b","affect",7.66436673048884,"b",1
3,26,"images/30","b","affect",7.33491595601663,"b",1
3,27,"images/31","d","affect",6.03513102186844,"d",1
3,28,"images/32","b","affect",5.86691851774231,"b",1
3,29,"images/33","c","affect",5.42891734512523,"b",0
3,30,"images/34","d","affect",2.83923395024613,"d",1
3,31,"images/35","d","affect",6.15964516717941,"d",1
3,32,"images/36","d","affect",2.5056448308751,"c",0
3,33,"images/37","b","affect",4.59322568960488,"c",0
3,34,"images/38","b","affect",4.60200026445091,"c",0
3,35,"images/39","c","affect",3.7023647595197,"c",1
3,36,"images/40","c","cognitive",2.10149532184005,"c",1
3,37,"images/41","a","affect",13.6716989800334,"c",0
3,38,"images/42","d","affect",3.66919351695105,"c",0
3,39,"images/43","a","affect",4.30466401157901,"a",1
3,40,"images/44","d","cognitive",2.32761803269386,"d",1
3,41,"images/45","d","affect",1.20556508004665,"a",0
3,42,"images/46","c","affect",1.96198143949732,"c",1
3,43,"images/47","b","affect",7.50440781889483,"b",1
3,44,"images/48","a","affect",3.36398382112384,"a",1
3,45,"images/49","a","affect",6.73674670886248,"a",1
3,46,"images/50","d","affect",1.60832808306441,"b",0
3,47,"images/51","c","affect",1.93395650200546,"c",1
3,48,"images/52","c","affect",2.13432170264423,"c",1
3,49,"images/53","d","affect",1.83508694404736,"d",1
3,50,"images/54","c","affect",9.79477015836164,"c",1
3,51,"images/55","a","affect",2.26095859473571,"a",1
3,52,"images/56","c","affect",1.33149364124984,"c",1
3,53,"images/57","d","affect",2.95861847279593,"b",0
3,54,"images/58","d","cognitive",1.8062725123018,"d",1
3,55,"images/59","b","cognitive",1.50026786979288,"b",1
3,56,"images/60","b","affect",8.25725461542606,"b",1
3,57,"images/62","c","cognitive",6.16945368703455,"c",1
3,58,"images/63","d","cognitive",3.02570489840582,"d",1
3,59,"images/64","b","cognitive",7.15954892663285,"b",1
3,60,"images/65","c","physical",2.63729649921879,"d",0
3,61,"images/66","a","affect",10.4941947679035,"d",0
3,62,"images/67","b","affect",5.4988101455383,"b",1
3,63,"images/68","d","cognitive",2.84008600050583,"d",1
3,64,"images/69","a","cognitive",4.13156505161896,"a",1
3,65,"images/70","a","physical",11.8669066475704,"a",1
3,66,"images/71","a","cognitive",12.9700306816958,"a",1
3,67,"images/72","c","cognitive",2.96194454748183,"c",1
3,68,"images/73","a","cognitive",17.669381506741,"b",0
3,69,"images/74","c","cognitive",2.92852211697027,"c",1
3,70,"images/75","d","cognitive",7.47026871656999,"d",1
3,71,"images/76","b","cognitive",19.426846568007,"a",0
3,72,"images/77","a","cognitive",7.46382252220064,"a",1
3,73,"images/78","b","affect",3.57259972766042,"b",1
3,74,"images/79","a","cognitive",6.32787916529924,"a",1
3,75,"images/80","b","affect",3.80322232749313,"a",0
3,76,"images/81","a","affect",10.3042934853584,"a",1
3,77,"images/82","d","physical",3.63075791392475,"a",0
3,78,"images/83","d","affect",11.2385961320251,"d",1
3,79,"images/84","b","cognitive",3.70155313052237,"b",1
3,80,"images/85","c","cognitive",5.42647540057078,"a",0
3,81,"images/86","a","physical",15.1564871929586,"a",1
3,82,"images/87","d","affect",25.3252906142734,"d",1
3,83,"images/88","d","cognitive",2.97203376889229,"a",0
3,84,"images/89","c","affect",1.69798805844039,"a",0
3,85,"images/90","b","cognitive",4.06317937839776,"b",1
3,86,"images/91","c","cognitive",3.0976322251372,"c",1
3,87,"images/92","d","cognitive",5.87013840675354,"d",1
3,88,"images/93","b","cognitive",5.76063683023676,"a",0
3,89,"images/94","a","affect",2.82659499533474,"a",1
3,90,"images/95","b","cognitive",0.938595298212022,"a",0
3,91,"images/96","c","affect",6.63119099661708,"b",0
3,92,"images/97","c","affect",9.6048707999289,"b",0
3,93,"images/98","a","physical",14.4650184717029,"d",0
3,94,"images/99","b","cognitive",6.53462223010138,"b",1
3,95,"images/100","d","cognitive",2.62936916248873,"b",0
3,96,"images/101","c","physical",13.1664035017602,"b",0
3,97,"images/102","b","affect",3.43070613685995,"a",0
3,98,"images/103","c","cognitive",10.7667160271667,"b",0
4,1,"images/4","b","cognitive",5.16083053057082,"b",1
4,2,"images/5","a","physical",1.35736856423318,"a",1
4,3,"images/6","a","affect",1.60747474967502,"a",1
4,4,"images/7","d","affect",1.97085963375866,"d",1
4,5,"images/8","b","cognitive",1.89362528012134,"b",1
4,6,"images/9","b","physical",1.82777137611993,"b",1
4,7,"images/10","c","physical",2.26153924618848,"c",1
4,8,"images/11","c","cognitive",1.5929975991603,"c",1
4,9,"images/12","d","affect",1.49516968498938,"d",1
4,10,"images/13","d","cognitive",1.3347786529921,"d",1
4,11,"images/14","c","physical",1.09597303718328,"c",1
4,12,"images/15","a","affect",1.06307768402621,"a",1
4,13,"images/16","b","affect",1.15814734296873,"b",1
4,14,"images/17","b","cognitive",1.09261584468186,"b",1
4,15,"images/18","d","physical",1.04041142202914,"d",1
4,16,"images/19","b","physical",1.27165798144415,"b",1
4,17,"images/20","c","affect",1.26144942175597,"c",1
4,18,"images/21","b","physical",1.1271697441116,"b",1
4,19,"images/22","a","physical",0.793126368895173,"a",1
4,20,"images/23","d","affect",1.12727657123469,"d",1
4,21,"images/24","d","cognitive",1.35887665417977,"d",1
4,22,"images/25","a","cognitive",0.925383069785312,"a",1
4,23,"images/26","b","affect",1.23760100454092,"b",1
4,24,"images/27","d","cognitive",1.36342081381008,"d",1
4,25,"images/29","b","affect",1.59420798486099,"b",1
4,26,"images/30","b","affect",2.92694280855358,"b",1
4,27,"images/31","d","affect",1.49471831670962,"d",1
4,28,"images/32","b","affect",3.05787555966526,"b",1
4,29,"images/33","c","affect",3.2586462541949,"c",1
4,30,"images/34","d","affect",1.9572178516537,"d",1
4,31,"images/35","d","affect",3.05796057218686,"d",1
4,32,"images/36","d","affect",1.24045453779399,"d",1
4,33,"images/37","b","affect",3.9631866926793,"b",1
4,34,"images/38","b","affect",2.06168829090893,"b",1
4,35,"images/39","c","affect",2.67144490499049,"a",0
4,36,"images/40","c","cognitive",1.69762555230409,"c",1
4,37,"images/41","a","affect",2.92534040287137,"a",1
4,38,"images/42","d","affect",2.92462437297218,"d",1
4,39,"images/43","a","affect",3.32833181717433,"a",1
4,40,"images/44","d","cognitive",1.26037088548765,"d",1
4,41,"images/45","d","affect",1.8947144029662,"d",1
4,42,"images/46","c","affect",1.45898258313537,"c",1
4,43,"images/47","b","affect",2.29382732138038,"b",1
4,44,"images/48","a","affect",1.32817366160452,"d",0
4,45,"images/49","a","affect",1.52688384545036,"a",1
4,46,"images/50","d","affect",1.6649528357666,"d",1
4,47,"images/51","c","affect",2.16662613884546,"c",1
4,48,"images/52","c","affect",2.4411742251832,"c",1
4,49,"images/53","d","affect",1.45899894391187,"d",1
4,50,"images/54","c","affect",1.96234266273677,"c",1
4,51,"images/55","a","affect",1.32686992245726,"a",1
4,52,"images/56","c","affect",2.67057521082461,"c",1
4,53,"images/57","d","affect",2.2276487655472,"d",1
4,54,"images/58","d","cognitive",1.43945119786076,"d",1
4,55,"images/59","b","cognitive",2.49474173504859,"b",1
4,56,"images/60","b","affect",1.995302176103,"b",1
4,57,"images/62","c","cognitive",4.39625328965485,"c",1
4,58,"images/63","d","cognitive",2.43793829577044,"d",1
4,59,"images/64","b","cognitive",12.1944448009599,"b",1
4,60,"images/65","c","physical",1.92688859323971,"c",1
4,61,"images/66","a","affect",4.93876179424115,"a",1
4,62,"images/67","b","affect",4.09431673679501,"b",1
4,63,"images/68","d","cognitive",2.92804732988589,"d",1
4,64,"images/69","a","cognitive",3.3958429840859,"a",1
4,65,"images/70","a","physical",2.5283094891347,"a",1
4,66,"images/71","a","cognitive",7.0916922558099,"c",0
4,67,"images/72","c","cognitive",7.59435010002926,"c",1
4,68,"images/73","a","cognitive",6.09506484703161,"a",1
4,69,"images/74","c","cognitive",3.5924872031901,"c",1
4,70,"images/75","d","cognitive",8.30543393595144,"d",1
4,71,"images/76","b","cognitive",2.60418524662964,"b",1
4,72,"images/77","a","cognitive",2.59464908763766,"a",1
4,73,"images/78","b","affect",3.40429322840646,"b",1
4,74,"images/79","a","cognitive",2.89453218737617,"a",1
4,75,"images/80","b","affect",3.82888038852252,"b",1
4,76,"images/81","a","affect",2.16172781377099,"a",1
4,77,"images/82","d","physical",2.29331917106174,"d",1
4,78,"images/83","d","affect",1.7374685134273,"d",1
4,79,"images/84","b","cognitive",2.59624283155426,"b",1
4,80,"images/85","c","cognitive",3.55979748419486,"c",1
4,81,"images/86","a","physical",2.39480326510966,"a",1
4,82,"images/87","d","affect",3.95965305902064,"d",1
4,83,"images/88","d","cognitive",1.16032398422249,"d",1
4,84,"images/89","c","affect",2.99400292825885,"c",1
4,85,"images/90","b","cognitive",1.59202364436351,"b",1
4,86,"images/91","c","cognitive",2.2366161425598,"c",1
4,87,"images/92","d","cognitive",5.62585606006905,"d",1
4,88,"images/93","b","cognitive",2.39577882387675,"b",1
4,89,"images/94","a","affect",2.29195897071622,"a",1
4,90,"images/95","b","cognitive",2.35884200758301,"b",1
4,91,"images/96","c","affect",3.22495434992015,"b",0
4,92,"images/97","c","affect",3.09148213057779,"c",1
4,93,"images/98","a","physical",1.72599278576672,"a",1
4,94,"images/99","b","cognitive",2.69568951241672,"b",1
4,95,"images/100","d","cognitive",4.6600849868264,"b",0
4,96,"images/101","c","physical",1.52784079755656,"a",0
4,97,"images/102","b","affect",3.49535671249032,"b",1
4,98,"images/103","c","cognitive",3.7918880735524,"c",1
5,1,"images/4","b","cognitive",5.82877067406662,"b",1
5,2,"images/5","a","physical",2.70055704051629,"a",1
5,3,"images/6","a","affect",2.69056309736334,"a",1
5,4,"images/7","d","affect",2.22390789398924,"d",1
5,5,"images/8","b","cognitive",1.29187395819463,"b",1
5,6,"images/9","b","physical",1.25852499110624,"b",1
5,7,"images/10","c","physical",4.12516376934946,"b",0
5,8,"images/11","c","cognitive",1.4948078203015,"c",1
5,9,"images/12","d","affect",1.60375986318104,"d",1
5,10,"images/13","d","cognitive",1.65960025507957,"d",1
5,11,"images/14","c","physical",1.22788198851049,"c",1
5,12,"images/15","a","affect",1.62726341816597,"a",1
5,13,"images/16","b","affect",1.85782346129417,"b",1
5,14,"images/17","b","cognitive",4.35960455378518,"b",1
5,15,"images/18","d","physical",1.2588499635458,"d",1
5,16,"images/19","b","physical",1.16228504665196,"b",1
5,17,"images/20","c","affect",2.19115144805983,"c",1
5,18,"images/21","b","physical",2.16174962813966,"b",1
5,19,"images/22","a","physical",1.03397902217694,"a",1
5,20,"images/23","d","affect",1.73929644282907,"d",1
5,21,"images/24","d","cognitive",1.74051869823597,"d",1
5,22,"images/25","a","cognitive",1.34060024609789,"a",1
5,23,"images/26","b","affect",1.86121209245175,"b",1
5,24,"images/27","d","cognitive",1.62822967371903,"d",1
5,25,"images/29","b","affect",6.35939218313433,"b",1
5,26,"images/30","b","affect",4.66119656548835,"b",1
5,27,"images/31","d","affect",4.79382122610696,"d",1
5,28,"images/32","b","affect",3.26266044913791,"b",1
5,29,"images/33","c","affect",4.93758797994815,"c",1
5,30,"images/34","d","affect",1.82712399750017,"d",1
5,31,"images/35","d","affect",3.05932943406515,"a",0
5,32,"images/36","d","affect",2.16043209447525,"d",1
5,33,"images/37","b","affect",2.82833438343368,"b",1
5,34,"images/38","b","affect",2.69470497127622,"b",1
5,35,"images/39","c","affect",2.19060480152257,"c",1
5,36,"images/40","c","cognitive",1.82671593758278,"c",1
5,37,"images/41","a","affect",1.72622793354094,"b",0
5,38,"images/42","d","affect",1.62228200538084,"c",0
5,39,"images/43","a","affect",3.45984169072472,"a",1
5,40,"images/44","d","cognitive",2.93671379447915,"d",1
5,41,"images/45","d","affect",1.76903670863248,"a",0
5,42,"images/46","c","affect",1.89156509004533,"c",1
5,43,"images/47","b","affect",2.06150350882672,"b",1
5,44,"images/48","a","affect",1.80972754932009,"d",0
5,45,"images/49","a","affect",1.52478997083381,"a",1
5,46,"images/50","d","affect",1.73873728513718,"b",0
5,47,"images/51","c","affect",2.8598881426733,"b",0
5,48,"images/52","c","affect",1.89583688881248,"c",1
5,49,"images/53","d","affect",2.35784976719879,"d",1
5,50,"images/54","c","affect",2.32730813790113,"c",1
5,51,"images/55","a","affect",1.32492105057463,"a",1
5,52,"images/56","c","affect",2.77402582066134,"c",1
5,53,"images/57","d","affect",3.19516692589968,"d",1
5,54,"images/58","d","cognitive",1.36006907513365,"d",1
5,55,"images/59","b","cognitive",1.52636671252549,"b",1
5,56,"images/60","b","affect",1.62565170926973,"a",0
5,57,"images/62","c","cognitive",5.26062977267429,"c",1
5,58,"images/63","d","cognitive",3.39338499959558,"d",1
5,59,"images/64","b","cognitive",6.79045569268055,"a",0
5,60,"images/65","c","physical",6.72641431959346,"b",0
5,61,"images/66","a","affect",4.22666422417387,"a",1
5,62,"images/67","b","affect",2.62945160828531,"b",1
5,63,"images/68","d","cognitive",7.12366786994971,"d",1
5,64,"images/69","a","cognitive",3.47408690140583,"a",1
5,65,"images/70","a","physical",5.02508382569067,"a",1
5,66,"images/71","a","cognitive",4.69271054537967,"d",0
5,67,"images/72","c","cognitive",7.02611488313414,"a",0
5,68,"images/73","a","cognitive",3.97324832505547,"c",0
5,69,"images/74","c","cognitive",4.12938648555428,"c",1
5,70,"images/75","d","cognitive",3.97298590908758,"d",1
5,71,"images/76","b","cognitive",5.87275326345116,"b",1
5,72,"images/77","a","cognitive",3.20600008731708,"c",0
5,73,"images/78","b","affect",3.52418269286864,"b",1
5,74,"images/79","a","cognitive",1.92612668848597,"b",0
5,75,"images/80","b","affect",2.22474358300678,"a",0
5,76,"images/81","a","affect",4.20575820258819,"a",1
5,77,"images/82","d","physical",2.30281426711008,"d",1
5,78,"images/83","d","affect",4.73002815362997,"d",1
5,79,"images/84","b","cognitive",4.84052838641219,"b",1
5,80,"images/85","c","cognitive",3.30468293861486,"c",1
5,81,"images/86","a","physical",2.32734085968696,"a",1
5,82,"images/87","d","affect",2.29193683550693,"d",1
5,83,"images/88","d","cognitive",4.4585462922696,"d",1
5,84,"images/89","c","affect",3.93865753361024,"a",0
5,85,"images/90","b","cognitive",1.19278561323881,"b",1
5,86,"images/91","c","cognitive",4.95955457282253,"b",0
5,87,"images/92","d","cognitive",4.82374306581914,"d",1
5,88,"images/93","b","cognitive",5.7597421137616,"c",0
5,89,"images/94","a","affect",2.52504244213924,"a",1
5,90,"images/95","b","cognitive",5.35827194247395,"b",1
5,91,"images/96","c","affect",5.62858480145223,"b",0
5,92,"images/97","c","affect",3.16033777897246,"d",0
5,93,"images/98","a","physical",3.96080602146685,"a",1
5,94,"images/99","b","cognitive",5.62545569916256,"b",1
5,95,"images/100","d","cognitive",2.52515889331698,"d",1
5,96,"images/101","c","physical",2.85883976193145,"c",1
5,97,"images/102","b","affect",3.42764953547157,"b",1
5,98,"images/103","c","cognitive",3.92643433762714,"c",1
6,1,"images/4","b","cognitive",4.72946257982403,"a",0
6,2,"images/5","a","physical",3.10859017819166,"a",1
6,3,"images/6","a","affect",3.4936093040742,"a",1
6,4,"images/7","d","affect",1.79532354138792,"d",1
6,5,"images/8","b","cognitive",1.59363310784101,"b",1
6,6,"images/9","b","physical",1.46138474810869,"b",1
6,7,"images/10","c","physical",1.09477259637788,"c",1
6,8,"images/11","c","cognitive",1.22971055982634,"c",1
6,9,"images/12","d","affect",1.15947289671749,"d",1
6,10,"images/13","d","cognitive",1.19142027990893,"d",1
6,11,"images/14","c","physical",1.22726059518754,"c",1
6,12,"images/15","a","affect",1.42704033246264,"a",1
6,13,"images/16","b","affect",1.1596759641543,"b",1
